MoleculeType	Identifier	MoleculeName	
Proteins	P24530	UniProt:P24530 EDNRB	
Proteins	P46093	UniProt:P46093 GPR4	
Proteins	Q8IYL9	UniProt:Q8IYL9 GPR65	
Proteins	Q15743	UniProt:Q15743 GPR68	
Proteins	Q9UNW8	UniProt:Q9UNW8 GPR132	
Proteins	O43613	UniProt:O43613 HCRTR1	
Proteins	P30989	UniProt:P30989 NTSR1	
Proteins	O95665	UniProt:O95665 NTSR2	
Proteins	P30990	UniProt:P30990 NTS	
Proteins	Q8TCW9	UniProt:Q8TCW9 PROKR1	
Proteins	Q8NFJ6	UniProt:Q8NFJ6 PROKR2	
Proteins	Q9HC23	UniProt:Q9HC23 PROK2	
Proteins	P58294	UniProt:P58294 PROK1	
Proteins	P08949	UniProt:P08949 NMB	
Proteins	P07492	UniProt:P07492 GRP	
Proteins	P32247	UniProt:P32247 BRS3	
Proteins	P30550	UniProt:P30550 GRPR	
Proteins	P28336	UniProt:P28336 NMBR	
Proteins	Q9UKP6	UniProt:Q9UKP6 UTS2R	
Proteins	O95399	UniProt:O95399 UTS2	
Proteins	Q765I0	UniProt:Q765I0 UTS2B	
Proteins	P20396	UniProt:P20396 TRH	
Proteins	P34981	UniProt:P34981 TRHR	
Proteins	Q9NPC1	UniProt:Q9NPC1 LTB4R2	
Proteins	Q15722	UniProt:Q15722 LTB4R	
Proteins	Q92847	UniProt:Q92847 GHSR	
Proteins	Q9UBU3-1	UniProt:Q9UBU3-1 GHRL	
Proteins	P32238	UniProt:P32238 CCKAR	
Proteins	P32239	UniProt:P32239 CCKBR	
Proteins	P06307	UniProt:P06307 CCK	
Proteins	P0C0P6	UniProt:P0C0P6 NPS	
Proteins	Q6W5P4	UniProt:Q6W5P4 NPSR1	
Proteins	Q96G91	UniProt:Q96G91 P2RY11	
Proteins	P01275	UniProt:P01275 GCG	
Proteins	Q9NS75	UniProt:Q9NS75 CYSLTR2	
Proteins	O43193	UniProt:O43193 MLNR	
Proteins	P12872	UniProt:P12872 MLN	
Proteins	O14842	UniProt:O14842 FFAR1	
Proteins	P25105	UniProt:P25105 PTAFR	
Proteins	P28335	UniProt:P28335 HTR2C	
Proteins	P41595	UniProt:P41595 HTR2B	
Proteins	P28223	UniProt:P28223 HTR2A	
Proteins	Q15726	UniProt:Q15726 KISS1	
Proteins	Q969F8	UniProt:Q969F8 KISS1R	
Proteins	P83859	UniProt:P83859 QRFP	
Proteins	Q96P65	UniProt:Q96P65 QRFPR	
Proteins	O43194	UniProt:O43194 GPR39	
Proteins	Q5NUL3	UniProt:Q5NUL3 FFAR4	
Proteins	O14843	UniProt:O14843 FFAR3	
Proteins	P37288	UniProt:P37288 AVPR1A	
Proteins	P47901	UniProt:P47901 AVPR1B	
Proteins	P01185	UniProt:P01185 AVP	
Proteins	P11229	UniProt:P11229 CHRM1	
Proteins	P08912	UniProt:P08912 CHRM5	
Proteins	P20309	UniProt:P20309 CHRM3	
Proteins	P30559	UniProt:P30559 OXTR	
Proteins	P01178	UniProt:P01178 OXT	
Proteins	Q9UHF0	UniProt:Q9UHF0 TAC3	
Proteins	P29371	UniProt:P29371 TACR3	
Proteins	O15552	UniProt:O15552 FFAR2	
Proteins	Q13255	UniProt:Q13255 GRM1	
Proteins	P41594	UniProt:P41594 GRM5	
Proteins	P47900	UniProt:P47900 P2RY1	
Proteins	Q9UHM6	UniProt:Q9UHM6 OPN4	
Proteins	Q99677	UniProt:Q99677 LPAR4	
Proteins	P51810	UniProt:P51810 GPR143	
Proteins	O00398	UniProt:O00398 P2RY10	
Proteins	P46094	UniProt:P46094 XCR1	
Proteins	Q9UBD3	UniProt:Q9UBD3 XCL2	
Proteins	P47992	UniProt:P47992 XCL1	
Proteins	P21452	UniProt:P21452 TACR2	
Proteins	Q5T6X5	UniProt:Q5T6X5 GPRC6A	
Proteins	P34995	UniProt:P34995 PTGER1	
Proteins	P30556	UniProt:P30556 AGTR1	
Proteins	P01350	UniProt:P01350 GAST	
Proteins	P43088	UniProt:P43088 PTGFR	
Proteins	Q86VW2	UniProt:Q86VW2 ARHGEF25	
Proteins	Q9Y4D2	UniProt:Q9Y4D2 DAGLA	
Proteins	Q8NCG7	UniProt:Q8NCG7 DAGLB	
Proteins	Q9BV23	UniProt:Q9BV23 ABHD6	
Proteins	Q8N2K0	UniProt:Q8N2K0 ABHD12	
Proteins	Q99685	UniProt:Q99685 MGLL	
Proteins	Q16760	UniProt:Q16760 DGKD	
Proteins	Q5KSL6	UniProt:Q5KSL6 DGKK	
Proteins	O75912	UniProt:O75912 DGKI	
Proteins	P49619	UniProt:P49619 DGKG	
Proteins	P52824	UniProt:P52824 DGKQ	
Proteins	Q86XP1	UniProt:Q86XP1 DGKH	
Proteins	Q13574	UniProt:Q13574 DGKZ	
Proteins	P52429	UniProt:P52429 DGKE	
Proteins	Q9Y6T7	UniProt:Q9Y6T7 DGKB	
Proteins	P23743	UniProt:P23743 DGKA	
Proteins	Q13507	UniProt:Q13507 TRPC3	
Proteins	Q9HCX4	UniProt:Q9HCX4 TRPC7	
Proteins	Q9Y210	UniProt:Q9Y210 TRPC6	
Proteins	Q7LDG7	UniProt:Q7LDG7 RASGRP2	
Proteins	O95267	UniProt:O95267 RASGRP1	
Proteins	P34947	UniProt:P34947 GRK5	
Proteins	P08254	UniProt:P08254 MMP3	
Proteins	Q99075	UniProt:Q99075 HBEGF	
Proteins	P00533	UniProt:P00533 EGFR	
Proteins	P62993-1	UniProt:P62993-1 GRB2	
Proteins	P01116-2	UniProt:P01116-2 KRAS	
Proteins	P01111	UniProt:P01111 NRAS	
Proteins	P01116-1	UniProt:P01116-1 KRAS	
Proteins	P01112	UniProt:P01112 HRAS	
Proteins	P51812	UniProt:P51812 RPS6KA3	
Proteins	Q15418	UniProt:Q15418 RPS6KA1	
Proteins	Q15349	UniProt:Q15349 RPS6KA2	
Proteins	Q13164	UniProt:Q13164 MAPK7	
Proteins	P27361	UniProt:P27361 MAPK3	
Proteins	P07550	UniProt:P07550 ADRB2	
Proteins	P49407	UniProt:P49407 ARRB1	
Proteins	P32121	UniProt:P32121 ARRB2	
Proteins	Q01726	UniProt:Q01726 MC1R	
Proteins	P41968	UniProt:P41968 MC3R	
Proteins	P33032	UniProt:P33032 MC5R	
Proteins	P32245	UniProt:P32245 MC4R	
Proteins	Q01718	UniProt:Q01718 MC2R	
Proteins	P43119	UniProt:P43119 PTGIR	
Proteins	P21728	UniProt:P21728 DRD1	
Proteins	P21918	UniProt:P21918 DRD5	
Proteins	Q13639	UniProt:Q13639 HTR4	
Proteins	P34969	UniProt:P34969 HTR7	
Proteins	P50406	UniProt:P50406 HTR6	
Proteins	P43116	UniProt:P43116 PTGER2	
Proteins	P35408	UniProt:P35408 PTGER4	
Proteins	P08588	UniProt:P08588 ADRB1	
Proteins	P10997	UniProt:P10997 IAPP	
Proteins	P30988	UniProt:P30988 CALCR	
Proteins	O60894	UniProt:O60894 RAMP1	
Proteins	O60896	UniProt:O60896 RAMP3	
Proteins	O60895	UniProt:O60895 RAMP2	
Proteins	P47872	UniProt:P47872 SCTR	
Proteins	P09683	UniProt:P09683 SCT	
Proteins	P01282	UniProt:P01282 VIP	
Proteins	P41587	UniProt:P41587 VIPR2	
Proteins	P32241	UniProt:P32241 VIPR1	
Proteins	O95838	UniProt:O95838 GLP2R	
Proteins	Q8TDU6	UniProt:Q8TDU6 GPBAR1	
Proteins	P29274	UniProt:P29274 ADORA2A	
Proteins	P29275	UniProt:P29275 ADORA2B	
Proteins	O14804	UniProt:O14804 TAAR5	
Proteins	Q9P1P4	UniProt:Q9P1P4 TAAR3P	
Proteins	Q96RI9	UniProt:Q96RI9 TAAR9	
Proteins	Q969N4	UniProt:Q969N4 TAAR8	
Proteins	Q96RI8	UniProt:Q96RI8 TAAR6	
Proteins	Q9P1P5	UniProt:Q9P1P5 TAAR2	
Proteins	Q96RJ0	UniProt:Q96RJ0 TAAR1	
Proteins	P01286	UniProt:P01286 GHRH	
Proteins	Q02643	UniProt:Q02643 GHRHR	
Proteins	P25021	UniProt:P25021 HRH2	
Proteins	Q9HBX9	UniProt:Q9HBX9 RXFP1	
Proteins	P04090	UniProt:P04090 RLN2	
Proteins	P13945	UniProt:P13945 ADRB3	
Proteins	Q13258	UniProt:Q13258 PTGDR	
Proteins	P43220	UniProt:P43220 GLP1R	
Proteins	P51460	UniProt:P51460 INSL3	
Proteins	Q8WXD0	UniProt:Q8WXD0 RXFP2	
Proteins	Q16602	UniProt:Q16602 CALCRL	
Proteins	Q7Z4H4	UniProt:Q7Z4H4 ADM2	
Proteins	P35318	UniProt:P35318 ADM	
Proteins	Q03431	UniProt:Q03431 PTH1R	
Proteins	P49190	UniProt:P49190 PTH2R	
Proteins	P12272	UniProt:P12272 PTHLH	
Proteins	Q96A98	UniProt:Q96A98 PTH2	
Proteins	P01270	UniProt:P01270 PTH	
Proteins	P06850	UniProt:P06850 CRH	
Proteins	P34998	UniProt:P34998 CRHR1	
Proteins	Q13324	UniProt:Q13324 CRHR2	
Proteins	P49685	UniProt:P49685 GPR15	
Proteins	O00155	UniProt:O00155 GPR25	
Proteins	Q99678	UniProt:Q99678 GPR20	
Proteins	Q8NGU9	UniProt:Q8NGU9 GPR150	
Proteins	Q9NQS5	UniProt:Q9NQS5 GPR84	
Proteins	Q9NYM4	UniProt:Q9NYM4 GPR83	
Proteins	O75388	UniProt:O75388 GPR32	
Proteins	Q9Y5Y3	UniProt:Q9Y5Y3 GPR45	
Proteins	Q9NS67	UniProt:Q9NS67 GPR27	
Proteins	Q14439	UniProt:Q14439 GPR176	
Proteins	P01258	UniProt:P01258 CALCA	
Proteins	P01215	UniProt:P01215 CGA	
Proteins	P01222	UniProt:P01222 TSHB	
Proteins	Q86YW7	UniProt:Q86YW7 GPHB5	
Proteins	Q96T91	UniProt:Q96T91 GPHA2	
Proteins	P16473	UniProt:P16473 TSHR	
Proteins	P10092	UniProt:P10092 CALCB	
Proteins	P06881	UniProt:P06881 CALCA	
Proteins	P48546	UniProt:P48546 GIPR	
Proteins	P09681	UniProt:P09681 GIP	
Proteins	P22888	UniProt:P22888 LHCGR	
Proteins	P01229	UniProt:P01229 LHB	
Proteins	P18509	UniProt:P18509 ADCYAP1	
Proteins	P41586	UniProt:P41586 ADCYAP1R1	
Proteins	P30518	UniProt:P30518 AVPR2	
Proteins	P23945	UniProt:P23945 FSHR	
Proteins	P01225	UniProt:P01225 FSHB	
Proteins	P43250	UniProt:P43250 GRK6	
Proteins	P35626	UniProt:P35626 GRK3	
Proteins	Q13370	UniProt:Q13370 PDE3B	
Proteins	Q14432	UniProt:Q14432 PDE3A	
Proteins	Q8WZA6	UniProt:Q8WZA6 OR1E3	
Proteins	Q8NGN7	UniProt:Q8NGN7 OR10D4P	
Proteins	Q8NH06	UniProt:Q8NH06 OR1P1	
Proteins	P59922	UniProt:P59922 OR2B8P	
Proteins	Q8NGH6	UniProt:Q8NGH6 OR52L2P	
Proteins	P0C646	UniProt:P0C646 OR52Z1	
Proteins	A6NMU1	UniProt:A6NMU1 OR52A4P	
Proteins	Q8NH08	UniProt:Q8NH08 OR10AC1	
Proteins	Q8NGG1	UniProt:Q8NGG1 OR8J2	
Proteins	Q8NHA6	UniProt:Q8NHA6 OR2W6P	
Proteins	P0C7N8	UniProt:P0C7N8 OR9G9	
Proteins	Q8NGA2	UniProt:Q8NGA2 OR7A2P	
Proteins	Q96R84	UniProt:Q96R84 OR1F2P	
Proteins	P0C617	UniProt:P0C617 OR5AL1	
Proteins	P0C629	UniProt:P0C629 OR10J4	
Proteins	Q8NH57	UniProt:Q8NH57 OR52P1P	
Proteins	Q8NGY7	UniProt:Q8NGY7 OR10J6P	
Proteins	Q8NGI1	UniProt:Q8NGI1 OR56B2P	
Proteins	P47884	UniProt:P47884 OR1D4	
Proteins	Q8NGY0	UniProt:Q8NGY0 OR10X1	
Proteins	P0C626	UniProt:P0C626 OR5G3	
Proteins	Q8NHC6	UniProt:Q8NHC6 OR14L1P	
Proteins	Q8NH80	UniProt:Q8NH80 OR10D3	
Proteins	Q8NH89	UniProt:Q8NH89 OR5AK3P	
Proteins	Q8NGU1	UniProt:Q8NGU1 OR9A1P	
Proteins	Q8NGY1	UniProt:Q8NGY1 OR10Z1	
Proteins	P58170	UniProt:P58170 OR1D5	
Proteins	P0C628	UniProt:P0C628 OR5AC1	
Proteins	Q8NGJ3	UniProt:Q8NGJ3 OR52E1	
Proteins	P0C7N5	UniProt:P0C7N5 OR8U9	
Proteins	Q8NGQ3	UniProt:Q8NGQ3 OR1S2	
Proteins	Q8NH70	UniProt:Q8NH70 OR4A16	
Proteins	Q8NGS6	UniProt:Q8NGS6 OR13C3	
Proteins	Q6IF82	UniProt:Q6IF82 OR4A47	
Proteins	Q8NH21	UniProt:Q8NH21 OR4F5	
Proteins	Q8NGF8	UniProt:Q8NGF8 OR4B1	
Proteins	Q8NG76	UniProt:Q8NG76 OR2T33	
Proteins	Q6IF42	UniProt:Q6IF42 OR2A2	
Proteins	Q8NH37	UniProt:Q8NH37 OR4C3	
Proteins	Q8NGX2	UniProt:Q8NGX2 OR2T35	
Proteins	Q8NH73	UniProt:Q8NH73 OR4S2	
Proteins	Q96R69	UniProt:Q96R69 OR4F4	
Proteins	Q8NGA8	UniProt:Q8NGA8 OR4F17	
Proteins	A4D2G3	UniProt:A4D2G3 OR2A25	
Proteins	O76002	UniProt:O76002 OR2J2	
Proteins	Q8NH51	UniProt:Q8NH51 OR8K3	
Proteins	Q8NGC3	UniProt:Q8NGC3 OR10G2	
Proteins	Q13607	UniProt:Q13607 OR2F1	
Proteins	Q9H344	UniProt:Q9H344 OR51I2	
Proteins	Q8NGN0	UniProt:Q8NGN0 OR4D5	
Proteins	Q9Y5P0	UniProt:Q9Y5P0 OR51B4	
Proteins	Q8N0Y3	UniProt:Q8N0Y3 OR4N4	
Proteins	Q8NGH3	UniProt:Q8NGH3 OR2D3	
Proteins	Q7Z3T1	UniProt:Q7Z3T1 OR2W3	
Proteins	Q8NHB1	UniProt:Q8NHB1 OR2V1	
Proteins	Q8NH92	UniProt:Q8NH92 OR1S1	
Proteins	Q8NGL9	UniProt:Q8NGL9 OR4C16	
Proteins	Q8NH43	UniProt:Q8NH43 OR4L1	
Proteins	O95918	UniProt:O95918 OR2H2	
Proteins	Q8NH49	UniProt:Q8NH49 OR4X1	
Proteins	Q8NGT2	UniProt:Q8NGT2 OR13J1	
Proteins	Q8NH03	UniProt:Q8NH03 OR2T3	
Proteins	Q8NG94	UniProt:Q8NG94 OR11H1	
Proteins	Q8NGC1	UniProt:Q8NGC1 OR11G2	
Proteins	Q96RA2	UniProt:Q96RA2 OR7D2	
Proteins	Q9UGF6	UniProt:Q9UGF6 OR5V1	
Proteins	A6ND48	UniProt:A6ND48 OR14I1	
Proteins	Q9GZK7	UniProt:Q9GZK7 OR11A1	
Proteins	Q8NH60	UniProt:Q8NH60 OR52J3	
Proteins	Q6IFG1	UniProt:Q6IFG1 OR52E8	
Proteins	Q8NH53	UniProt:Q8NH53 OR52N1	
Proteins	Q8NH54	UniProt:Q8NH54 OR56A3	
Proteins	Q9NZP5	UniProt:Q9NZP5 OR5AC2	
Proteins	Q8NGH7	UniProt:Q8NGH7 OR52L1	
Proteins	Q8NGP9	UniProt:Q8NGP9 OR5AR1	
Proteins	Q8NH90	UniProt:Q8NH90 OR5AK2	
Proteins	Q8NGI2	UniProt:Q8NGI2 OR52N4	
Proteins	Q8NGL4	UniProt:Q8NGL4 OR5D13	
Proteins	Q8NGF1	UniProt:Q8NGF1 OR52R1	
Proteins	A6NMS3	UniProt:A6NMS3 OR5K4	
Proteins	Q8NGJ2	UniProt:Q8NGJ2 OR52H1	
Proteins	A6NDH6	UniProt:A6NDH6 OR5H15	
Proteins	Q8NGK6	UniProt:Q8NGK6 OR52I1	
Proteins	Q8NGX9	UniProt:Q8NGX9 OR6P1	
Proteins	Q8NGI8	UniProt:Q8NGI8 OR5AN1	
Proteins	A6NCV1	UniProt:A6NCV1 OR6C74	
Proteins	Q8NGI3	UniProt:Q8NGI3 OR56B1	
Proteins	A6NDL8	UniProt:A6NDL8 OR6C68	
Proteins	P0C7T3	UniProt:P0C7T3 OR56A5	
Proteins	Q8NGI0	UniProt:Q8NGI0 OR52N2	
Proteins	Q96RD2	UniProt:Q96RD2 OR52B2	
Proteins	A6NIJ9	UniProt:A6NIJ9 OR6C70	
Proteins	Q8N127	UniProt:Q8N127 OR5AS1	
Proteins	Q8NG75	UniProt:Q8NG75 OR5T1	
Proteins	Q8NH55	UniProt:Q8NH55 OR52E5	
Proteins	Q8NGY2	UniProt:Q8NGY2 OR6K2	
Proteins	Q8NGH5	UniProt:Q8NGH5 OR56A1	
Proteins	Q8NHB7	UniProt:Q8NHB7 OR5K1	
Proteins	Q9UKL2	UniProt:Q9UKL2 OR52A1	
Proteins	Q8NGC5	UniProt:Q8NGC5 OR6J1	
Proteins	Q9H2C5	UniProt:Q9H2C5 OR52A5	
Proteins	O95007	UniProt:O95007 OR6B1	
Proteins	Q6IF63	UniProt:Q6IF63 OR52W1	
Proteins	Q8NGP4	UniProt:Q8NGP4 OR5M3	
Proteins	Q8NH56	UniProt:Q8NH56 OR52N5	
Proteins	Q8NGY3	UniProt:Q8NGY3 OR6K3	
Proteins	Q8NGK3	UniProt:Q8NGK3 OR52K2	
Proteins	Q8NGP3	UniProt:Q8NGP3 OR5M9	
Proteins	Q8NGK5	UniProt:Q8NGK5 OR52M1	
Proteins	Q8NHB8	UniProt:Q8NHB8 OR5K2	
Proteins	Q8NGK4	UniProt:Q8NGK4 OR52K1	
Proteins	Q9H346	UniProt:Q9H346 OR52D1	
Proteins	A6NHG9	UniProt:A6NHG9 OR5H14	
Proteins	Q8NGF0	UniProt:Q8NGF0 OR52B6	
Proteins	Q8WZ94	UniProt:Q8WZ94 OR5P3	
Proteins	Q8NH76	UniProt:Q8NH76 OR56B4	
Proteins	A6NET4	UniProt:A6NET4 OR5K3	
Proteins	Q8NGI9	UniProt:Q8NGI9 OR5A2	
Proteins	Q96R09	UniProt:Q96R09 OR5B2	
Proteins	Q96RD3	UniProt:Q96RD3 OR52E6	
Proteins	Q6IFH4	UniProt:Q6IFH4 OR6B2	
Proteins	Q8NGJ0	UniProt:Q8NGJ0 OR5A1	
Proteins	Q8WZ92	UniProt:Q8WZ92 OR5P2	
Proteins	Q8NGL3	UniProt:Q8NGL3 OR5D14	
Proteins	Q8NGW6	UniProt:Q8NGW6 OR6K6	
Proteins	Q8NHC5	UniProt:Q8NHC5 OR14A16	
Proteins	Q8NGJ4	UniProt:Q8NGJ4 OR52E2	
Proteins	Q8NGV6	UniProt:Q8NGV6 OR5H6	
Proteins	Q8NH67	UniProt:Q8NH67 OR52I2	
Proteins	Q8NHC7	UniProt:Q8NHC7 OR14C36	
Proteins	Q8NGF4	UniProt:Q8NGF4 OR5AP2	
Proteins	Q13606	UniProt:Q13606 OR5I1	
Proteins	Q8NGH9	UniProt:Q8NGH9 OR52E4	
Proteins	Q96R08	UniProt:Q96R08 OR5B12	
Proteins	Q8NGQ2	UniProt:Q8NGQ2 OR6Q1	
Proteins	Q8NGG3	UniProt:Q8NGG3 OR5T3	
Proteins	Q9NZP2	UniProt:Q9NZP2 OR6C2	
Proteins	Q8NGC0	UniProt:Q8NGC0 OR5AU1	
Proteins	Q8NH48	UniProt:Q8NH48 OR5B3	
Proteins	Q8NGG2	UniProt:Q8NGG2 OR5T2	
Proteins	O95221	UniProt:O95221 OR5F1	
Proteins	Q8NGY6	UniProt:Q8NGY6 OR6N2	
Proteins	Q8NGE1	UniProt:Q8NGE1 OR6C4	
Proteins	Q8NGZ2	UniProt:Q8NGZ2 OR14K1	
Proteins	O95222	UniProt:O95222 OR6A2	
Proteins	Q96RB7	UniProt:Q96RB7 OR5M11	
Proteins	A6NM76	UniProt:A6NM76 OR6C76	
Proteins	Q9NZP0	UniProt:Q9NZP0 OR6C3	
Proteins	A6NL26	UniProt:A6NL26 OR5B21	
Proteins	A6NF89	UniProt:A6NF89 OR6C6	
Proteins	A6NJZ3	UniProt:A6NJZ3 OR6C65	
Proteins	Q8NH69	UniProt:Q8NH69 OR5W2	
Proteins	Q8NGF7	UniProt:Q8NGF7 OR5B17	
Proteins	Q8NGL1	UniProt:Q8NGL1 OR5D18	
Proteins	Q8NGV7	UniProt:Q8NGV7 OR5H2	
Proteins	Q8NGK9	UniProt:Q8NGK9 OR5D16	
Proteins	Q9UGF5	UniProt:Q9UGF5 OR14J1	
Proteins	Q8NH85	UniProt:Q8NH85 OR5R1	
Proteins	Q8NGP8	UniProt:Q8NGP8 OR5M1	
Proteins	Q8NGP6	UniProt:Q8NGP6 OR5M8	
Proteins	A6NKK0	UniProt:A6NKK0 OR5H1	
Proteins	Q8NGW1	UniProt:Q8NGW1 OR6B3	
Proteins	Q8NGL2	UniProt:Q8NGL2 OR5L1	
Proteins	Q8NGZ6	UniProt:Q8NGZ6 OR6F1	
Proteins	Q8NH40	UniProt:Q8NH40 OR6S1	
Proteins	Q96RD1	UniProt:Q96RD1 OR6C1	
Proteins	Q8NGM8	UniProt:Q8NGM8 OR6M1	
Proteins	Q6IEU7	UniProt:Q6IEU7 OR5M10	
Proteins	Q96R54	UniProt:Q96R54 OR14A2	
Proteins	Q8NGL0	UniProt:Q8NGL0 OR5L2	
Proteins	Q8NGY5	UniProt:Q8NGY5 OR6N1	
Proteins	Q8NGR4	UniProt:Q8NGR4 OR5C1	
Proteins	A6NL08	UniProt:A6NL08 OR6C75	
Proteins	Q8NG98	UniProt:Q8NG98 OR7D4	
Proteins	O14581	UniProt:O14581 OR7A17	
Proteins	Q8NGN1	UniProt:Q8NGN1 OR6T1	
Proteins	Q8WZ84	UniProt:Q8WZ84 OR8D1	
Proteins	Q15620	UniProt:Q15620 OR8B8	
Proteins	Q8NH18	UniProt:Q8NH18 OR5J2	
Proteins	O76100	UniProt:O76100 OR7A10	
Proteins	O76099	UniProt:O76099 OR7C1	
Proteins	Q6IFN5	UniProt:Q6IFN5 OR7E24	
Proteins	Q9GZM6	UniProt:Q9GZM6 OR8D2	
Proteins	Q8NGM9	UniProt:Q8NGM9 OR8D4	
Proteins	O60412	UniProt:O60412 OR7C2	
Proteins	Q8NGA0	UniProt:Q8NGA0 OR7G1	
Proteins	Q8N148	UniProt:Q8N148 OR6V1	
Proteins	Q96RC9	UniProt:Q96RC9 OR8B4	
Proteins	Q8NG99	UniProt:Q8NG99 OR7G2	
Proteins	Q8NGG6	UniProt:Q8NGG6 OR8B12	
Proteins	Q8NGG8	UniProt:Q8NGG8 OR8B3	
Proteins	Q8NG95	UniProt:Q8NG95 OR7G3	
Proteins	Q8NGX8	UniProt:Q8NGX8 OR6Y1	
Proteins	Q15622	UniProt:Q15622 OR7A5	
Proteins	Q8NH79	UniProt:Q8NH79 OR6X1	
Proteins	Q8NGG7	UniProt:Q8NGG7 OR8A1	
Proteins	Q8NGE7	UniProt:Q8NGE7 OR9K2	
Proteins	Q8NGQ1	UniProt:Q8NGQ1 OR9G4	
Proteins	A6NFC9	UniProt:A6NFC9 OR2W5	
Proteins	Q8NGT9	UniProt:Q8NGT9 OR2A1	
Proteins	Q96R48	UniProt:Q96R48 OR2A5	
Proteins	Q8NHA4	UniProt:Q8NHA4 OR2AE1	
Proteins	P0C7T2	UniProt:P0C7T2 OR2T7	
Proteins	Q6IF36	UniProt:Q6IF36 OR8G2P	
Proteins	Q8NH01	UniProt:Q8NH01 OR2T11	
Proteins	Q8NGN3	UniProt:Q8NGN3 OR10G4	
Proteins	Q8NGE5	UniProt:Q8NGE5 OR10A7	
Proteins	O43869	UniProt:O43869 OR2T1	
Proteins	P30954	UniProt:P30954 OR10J1	
Proteins	Q9GZK6	UniProt:Q9GZK6 OR2J1	
Proteins	Q6IF00	UniProt:Q6IF00 OR2T2	
Proteins	Q8NGZ5	UniProt:Q8NGZ5 OR2G2	
Proteins	P47893	UniProt:P47893 OR3A2	
Proteins	P0C645	UniProt:P0C645 OR4E1	
Proteins	Q8NH07	UniProt:Q8NH07 OR11H2	
Proteins	Q96R72	UniProt:Q96R72 OR4K3	
Proteins	Q8NGR1	UniProt:Q8NGR1 OR13A1	
Proteins	Q8NGJ1	UniProt:Q8NGJ1 OR4D6	
Proteins	Q6IEZ7	UniProt:Q6IEZ7 OR2T5	
Proteins	Q8NGS3	UniProt:Q8NGS3 OR1J1	
Proteins	Q5JQS5	UniProt:Q5JQS5 OR2B11	
Proteins	Q8NGX0	UniProt:Q8NGX0 OR11L1	
Proteins	Q15612	UniProt:Q15612 OR1Q1	
Proteins	Q8NGB9	UniProt:Q8NGB9 OR4F6	
Proteins	Q8NGB2	UniProt:Q8NGB2 OR4C5	
Proteins	Q8NGJ6	UniProt:Q8NGJ6 OR51A4	
Proteins	Q15619	UniProt:Q15619 OR1C1	
Proteins	Q8NGJ8	UniProt:Q8NGJ8 OR51S1	
Proteins	Q8NGD5	UniProt:Q8NGD5 OR4K14	
Proteins	Q9UGF7	UniProt:Q9UGF7 OR12D3	
Proteins	Q8NGN5	UniProt:Q8NGN5 OR10G8	
Proteins	Q8NG92	UniProt:Q8NG92 OR13H1	
Proteins	Q8NH63	UniProt:Q8NH63 OR51H1	
Proteins	P34982	UniProt:P34982 OR1D2	
Proteins	Q8NGU2	UniProt:Q8NGU2 OR9A4	
Proteins	Q8NGX6	UniProt:Q8NGX6 OR10R2	
Proteins	A6NM03	UniProt:A6NM03 OR2AG2	
Proteins	Q8NGS7	UniProt:Q8NGS7 OR13C8	
Proteins	Q8NGJ5	UniProt:Q8NGJ5 OR51L1	
Proteins	Q8NH04	UniProt:Q8NH04 OR2T27	
Proteins	Q8NGR6	UniProt:Q8NGR6 OR1B1	
Proteins	Q8NGC7	UniProt:Q8NGC7 OR11H6	
Proteins	Q8NGR5	UniProt:Q8NGR5 OR1L4	
Proteins	Q8NGQ5	UniProt:Q8NGQ5 OR9Q1	
Proteins	Q8NH50	UniProt:Q8NH50 OR8K5	
Proteins	Q8NH87	UniProt:Q8NH87 OR9G1	
Proteins	Q9Y585	UniProt:Q9Y585 OR1A2	
Proteins	Q8N349	UniProt:Q8N349 OR2L13	
Proteins	Q9H255	UniProt:Q9H255 OR51E2	
Proteins	Q8NGN4	UniProt:Q8NGN4 OR10G9	
Proteins	Q8NGF6	UniProt:Q8NGF6 OR10W1	
Proteins	Q5JRS4	UniProt:Q5JRS4 OR10J3	
Proteins	Q8NGK1	UniProt:Q8NGK1 OR51G1	
Proteins	Q8NGI7	UniProt:Q8NGI7 OR10V1	
Proteins	Q8NGP2	UniProt:Q8NGP2 OR8J1	
Proteins	O95047	UniProt:O95047 OR2A4	
Proteins	Q8NGG5	UniProt:Q8NGG5 OR8K1	
Proteins	O60404	UniProt:O60404 OR10H3	
Proteins	Q8NGE3	UniProt:Q8NGE3 OR10P1	
Proteins	Q8NGS1	UniProt:Q8NGS1 OR1J4	
Proteins	A6NND4	UniProt:A6NND4 OR2AT4	
Proteins	Q9H2C8	UniProt:Q9H2C8 OR51V1	
Proteins	Q96KK4	UniProt:Q96KK4 OR10C1	
Proteins	Q8NGF9	UniProt:Q8NGF9 OR4X2	
Proteins	Q8NGX1	UniProt:Q8NGX1 OR2T34	
Proteins	Q8NGB6	UniProt:Q8NGB6 OR4M2	
Proteins	Q8NGT5	UniProt:Q8NGT5 OR9A2	
Proteins	Q8NGM1	UniProt:Q8NGM1 OR4C15	
Proteins	O60403	UniProt:O60403 OR10H2	
Proteins	Q8NGZ3	UniProt:Q8NGZ3 OR13G1	
Proteins	Q15615	UniProt:Q15615 OR4D1	
Proteins	Q8NGN8	UniProt:Q8NGN8 OR4A4P	
